SNP	gene	beta	t-stat	p-value	FDR
9978	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.242344947549532	-0.941279555915353	0.347203492071758	0.991704849917523
9957	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	0.505221557411349	0.881930175150638	0.378413003269709	0.991704849917523
9973	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.247101404128524	-0.830603266414396	0.406757617670106	0.991704849917523
9960	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.342483497467904	-0.801199707775766	0.423553467646249	0.991704849917523
9982	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	0.182931846229171	0.782050064842423	0.434707917927257	0.991704849917523
9979	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.194104123725578	-0.758600444122866	0.448596373823283	0.991704849917523
9977	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.190859841144569	-0.710633274693695	0.4777794295108	0.991704849917523
9968	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.248201001772596	-0.649368772362124	0.516521140870639	0.991704849917523
9969	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.248201001772596	-0.649368772362124	0.516521140870639	0.991704849917523
9976	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.16326610791084	-0.618179634816414	0.536854444486571	0.991704849917523
9959	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.218563241237502	-0.560932694503265	0.575198291605201	0.991704849917523
9967	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.189247476052713	-0.486088471872192	0.627205195728921	0.991704849917523
9962	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.186543107370163	-0.46459585965342	0.642506509782761	0.991704849917523
9964	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.154240223270001	-0.391902194991885	0.695366300532244	0.991704849917523
9974	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0976737940256301	-0.373778983582663	0.708792513567261	0.991704849917523
9980	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0657999954302435	-0.2694548510479	0.78773667218279	0.991704849917523
9975	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0586823085334151	-0.226123065947056	0.821236206761025	0.991704849917523
9958	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0568823824515453	-0.132490661210893	0.894671484381076	0.991704849917523
9961	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	0.0404033696798403	0.104997030911375	0.916437630378306	0.991704849917523
9965	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0304451484240523	-0.0789700811535931	0.937101040609554	0.991704849917523
9972	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0311274304282139	-0.0788243762891171	0.937216852168847	0.991704849917523
9963	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0219324266270679	-0.0559038580276976	0.955449935864805	0.991704849917523
9966	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.0123256665591589	-0.0323569209744259	0.974205652041024	0.991704849917523
9981	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.00667211918120049	-0.0277679627761201	0.977862865215513	0.991704849917523
9970	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.00410522450565523	-0.0104039617824861	0.991704849917523	0.991704849917523
9971	HUG1_ALO1_MTX_5-FC_avg_logratio_Fitness_minus_ref_delta_noMTX_5-FC_avg_logratio_Fitness_minus_ref	-0.00410522450565523	-0.0104039617824861	0.991704849917523	0.991704849917523
