SNP	gene	beta	t-stat	p-value	FDR
11880	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.184240284315484	-1.23183696075947	0.218827615234558	0.906967729163264
11896	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.63041519813927	1.14501648993199	0.252975858933825	0.906967729163264
11878	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.147367651954311	-0.995086247707692	0.320374005838786	0.906967729163264
11879	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.126636291959481	-0.854939632825665	0.39316279650261	0.906967729163264
11884	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.123429811383087	-0.776114044485184	0.438199865719434	0.906967729163264
11909	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.132567527828405	0.752482400794333	0.452261075492937	0.906967729163264
11881	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.112784282692969	-0.750134838836739	0.45367176060574	0.906967729163264
11882	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.112784282692969	-0.750134838836739	0.45367176060574	0.906967729163264
11902	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.209094250091504	0.749492498549337	0.454058186412975	0.906967729163264
11883	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.110857728929292	-0.734491808121931	0.463135289750605	0.906967729163264
11904	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.123927728785799	0.660087761228603	0.509626761090159	0.906967729163264
11906	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.10688857323625	0.627719987888367	0.530592092449507	0.906967729163264
11907	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.106329827386661	0.62401580034412	0.5330191170112	0.906967729163264
11901	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.161726248129013	0.591340965030565	0.55466939063856	0.906967729163264
11885	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.0922405983551555	-0.578619395773215	0.563213956972227	0.906967729163264
11877	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.0830104601242301	-0.567709225498077	0.57059229364815	0.906967729163264
11875	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.069780311953038	-0.495501553183702	0.620553572238711	0.906967729163264
11908	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0829023163768461	0.481586424972405	0.630397339613369	0.906967729163264
11905	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0819967273176777	0.479740668418554	0.63170806971854	0.906967729163264
11894	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.099543446214404	-0.473142846939179	0.636402881548089	0.906967729163264
11893	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.0922798353189369	-0.468094933346111	0.64000476699497	0.906967729163264
11889	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0728423826446337	0.437488097513682	0.662024188882678	0.906967729163264
11886	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0676312068553593	0.406487296142252	0.684630218814236	0.906967729163264
11899	ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.155228716979172	0.400997107439207	0.688664179530667	0.906967729163264
