SNP	gene	beta	t-stat	p-value	FDR
11880	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.283544805614727	-1.5520354781568	0.121547261728295	0.900032164576803
11878	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.244628092618409	-1.34139709457513	0.18065147164613	0.900032164576803
11881	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.244165579864506	-1.33667585892039	0.182186887180568	0.900032164576803
11882	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.244165579864506	-1.33667585892039	0.182186887180568	0.900032164576803
11906	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.647873810170109	1.17019142459154	0.242711138864281	0.900032164576803
11907	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.655405427456724	1.16736073298464	0.243850415580476	0.900032164576803
11909	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.526027967974284	1.09867646989713	0.272655876447948	0.900032164576803
11883	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.198253868697813	-1.07402761076124	0.283541845128907	0.900032164576803
11879	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.19325099021504	-1.06281888953052	0.288588571514996	0.900032164576803
11884	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.193182022184325	-1.03124079440351	0.303131946951888	0.900032164576803
11893	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.194477024858685	-0.964108204280942	0.335649806968125	0.900032164576803
11904	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.333162832714188	0.895919189529226	0.370904733767263	0.900032164576803
11885	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.159238989439597	-0.859405091179777	0.390698649077441	0.900032164576803
11898	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.189636288188423	-0.83264348387025	0.405607204071649	0.900032164576803
11900	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.190324510759102	-0.806152840661236	0.420695938283735	0.900032164576803
11908	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.40906175436887	0.766657466513139	0.443796153907683	0.900032164576803
11877	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.128432675300039	-0.710449628638084	0.477893127464591	0.900032164576803
11897	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.158470324858448	-0.699794669368285	0.484515141390604	0.900032164576803
11899	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.159739165554522	-0.687178899034219	0.492419932737113	0.900032164576803
11895	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.136697275169525	-0.630384862340634	0.528849528384985	0.900032164576803
11875	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.101756294083347	-0.573422959087275	0.566722440487947	0.900032164576803
11902	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.126452246588934	-0.523087868046363	0.601240358884758	0.900032164576803
11901	ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.117450812867567	-0.483249253082967	0.629217512015789	0.900032164576803
