SNP	gene	beta	t-stat	p-value	FDR
8841	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.108412305016698	1.15963303512562	0.246979793799031	0.88032027592517
8809	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.148757432504259	1.15652697179563	0.248245538185148	0.88032027592517
8812	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.176104062399875	1.10783553079109	0.268684996920556	0.88032027592517
8835	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0998354965281139	1.05538709842132	0.291968061893396	0.88032027592517
8830	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.102957332402461	0.993901051307417	0.32094991614869	0.88032027592517
8840	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0915511285667233	0.983348912513765	0.326107334090617	0.88032027592517
8838	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0887478186130419	0.945027766058027	0.345289264025181	0.88032027592517
8844	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0908072059161733	0.933752798972168	0.351067878450846	0.88032027592517
8836	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0787505746766865	0.834740102615526	0.404427023704075	0.88032027592517
8839	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.078554255207463	0.830227265511229	0.406969845754177	0.88032027592517
8837	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0777964135644242	0.827702197999354	0.408396800021417	0.88032027592517
8818	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.143349964027266	-0.804479925095986	0.4216597923348	0.88032027592517
8843	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0751788267908042	0.799901844408665	0.424304104207963	0.88032027592517
8834	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0765590863343041	0.780760693787993	0.435465033838697	0.88032027592517
8842	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0754959407702718	0.778138947585875	0.437006871346997	0.88032027592517
8833	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0742868623190944	0.760070112760851	0.447718572397245	0.88032027592517
8817	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.126405242817435	0.751537121300756	0.452828808482126	0.88032027592517
8825	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.0794614435545861	-0.738606899743733	0.460635134804108	0.88032027592517
8828	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0752470435300295	0.706745913072877	0.480189320291009	0.88032027592517
8813	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.107618888724483	0.670399664735594	0.503040157671526	0.88032027592517
8811	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0873859583041896	0.535931209594612	0.592342662109373	0.914480515950861
8821	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0686159307072982	0.475956373033029	0.634399052504993	0.914480515950861
8819	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0743052193731224	0.446502181833307	0.655507546817029	0.914480515950861
8831	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0442240166764813	0.436590491668783	0.662674524022309	0.914480515950861
8829	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0432666899096497	0.41310628417347	0.679778856892477	0.914480515950861
8820	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0585627726705979	0.398464173361983	0.690528283799618	0.914480515950861
8824	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.040872796948494	-0.378270490517857	0.705456398019235	0.914480515950861
8822	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0422584324480966	0.288805561031834	0.77289921987903	0.935818991303113
8823	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.0340918275546964	-0.285545990120513	0.775392878508293	0.935818991303113
8810	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.0364925856585242	0.24000393269994	0.81046612271415	0.945543809833175
8814	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.012507509880147	0.0721880707031075	0.94249300604959	0.977358284255947
8816	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	-0.020274483215306	-0.0369917841611497	0.970512407446077	0.977358284255947
8826	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.00403506631796968	0.0368973166491922	0.970587676873603	0.977358284255947
8832	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.00316010539185189	0.0321769068341028	0.974349106236758	0.977358284255947
8827	ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref_delta_noMTX_Metformin_avg_logratio_Fitness_minus_ref	0.00298161481068472	0.0284010583322945	0.977358284255947	0.977358284255947
