SNP	gene	beta	t-stat	p-value	FDR
9419	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.19071668517636	3.78099173142811	0.000183291141957287	0.00437782594456784
9420	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.14509882130035	3.65558275343226	0.000295489155552843	0.00437782594456784
9418	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.14479280444522	3.62742711325515	0.000328336945842588	0.00437782594456784
9417	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.12399091898918	3.49866666294334	0.000527215267454112	0.00527215267454112
9421	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.07636988682791	3.41496461973665	0.000711923670851529	0.00569538936681223
9416	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.07404835661087	3.34782091076382	0.000902019622259958	0.00601346414839972
9415	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.02941524505257	3.26792978275467	0.00118946741972102	0.00650063643665345
9414	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	1.0354319574444	3.24190090648816	0.00130012728733069	0.00650063643665345
9411	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.967873441710905	3.20004021351292	0.0014982818420716	0.00665903040920709
9412	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.905440469286339	2.90796295058602	0.00386738110132991	0.0151474004765229
9409	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.857362550925719	2.85859383499992	0.00450714615015019	0.0151474004765229
9410	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.833098425906682	2.84926685536041	0.00463831751068518	0.0151474004765229
9413	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.900935324897444	2.82982893526588	0.00492290515486996	0.0151474004765229
9423	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.834190877885906	2.56780688188426	0.0106442087579379	0.0304120250226796
9407	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.661850261030196	2.49938552133909	0.0128930809010269	0.0343815490694049
9424	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.760808227444914	2.34765190841422	0.0194422200167569	0.0486055500418922
9426	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.802109729290519	2.3110189106862	0.0214057964779172	0.0503665799480405
9408	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.634218740427435	2.21927733422233	0.027101257963137	0.06022501769586
9425	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.745530066896088	2.15996672022054	0.0314460466100252	0.0662022033895268
9406	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.541912850557537	2.04537971149838	0.0415562644948461	0.0831125289896923
9405	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.509076883856652	1.94819978293591	0.0521810101356684	0.099392400258416
9422	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.612514681230191	1.88380314822499	0.0604109893003403	0.109838162364255
9438	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.353306579963666	-1.59035339269284	0.112647781071054	0.195909184471398
9437	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.327428833645766	-1.46139786202714	0.144793345190371	0.237857565922586
9436	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.324657216230022	-1.44743188736698	0.148660978701616	0.237857565922586
9432	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.379390053404659	-1.42609807461411	0.154721280917601	0.238032739873232
9433	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.324322386414503	-1.22187922214276	0.222566315983084	0.329727875530495
9431	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.352391758025808	-1.16206204694828	0.245993121194918	0.351418744564168
9439	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.225376006624121	-1.03174669976631	0.302895160257396	0.417786427941236
9441	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.210321658715424	-0.980805523234493	0.327358477031432	0.436477969375243
9430	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.341042454289435	-0.874242782008057	0.382578756330954	0.467130000850769
9443	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.186865498117911	-0.873964882622438	0.382729875159921	0.467130000850769
9403	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.183222761570078	-0.869098251545133	0.385382250701884	0.467130000850769
9442	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.182948976680214	-0.832849724143617	0.405491020494387	0.477048259405162
9428	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.377051602713195	0.676075489577811	0.49943416039537	0.563147048419862
9440	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.143764496859069	-0.664454019562826	0.506832343577876	0.563147048419862
9435	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.117519858517515	-0.496188282965534	0.620069512784327	0.670345419226299
9434	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.0626569293104217	-0.257834436578095	0.796684507181891	0.83861527071778
9429	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.0586640622984567	-0.124171476539284	0.901249981665987	0.91784303794333
9404	PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.0236607001197067	0.103224763403732	0.91784303794333	0.91784303794333
