SNP	gene	beta	t-stat	p-value	FDR
9961	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.959663866001384	1.40912609917728	0.15967568545133	0.995589315471185
9957	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.53440843356433	1.17566844745614	0.240517468538425	0.995589315471185
9963	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.435337142829125	0.749479345702214	0.454066100987495	0.995589315471185
9973	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.196212988990249	-0.620521447627951	0.535313812958735	0.995589315471185
9967	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.286627852448092	-0.523225502953902	0.601144686757266	0.995589315471185
9968	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.258876991378402	-0.480195600193949	0.631384900082794	0.995589315471185
9969	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.258876991378402	-0.480195600193949	0.631384900082794	0.995589315471185
9977	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.127875861944477	-0.471757418402841	0.637390585089603	0.995589315471185
9978	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.118421771639293	-0.450562521213839	0.652580709840423	0.995589315471185
9966	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.220714316769605	-0.422652211468295	0.672805635394097	0.995589315471185
9970	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.221165834384065	0.375537040779367	0.707486025028835	0.995589315471185
9971	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.221165834384065	0.375537040779367	0.707486025028835	0.995589315471185
9972	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.226584716430406	0.371377910458931	0.710578245230382	0.995589315471185
9979	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.0923015297218489	-0.359826347609499	0.719191564434166	0.995589315471185
9962	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.21543131243712	0.318841583138173	0.750034687039701	0.995589315471185
9976	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.0722483289341806	-0.268423752422664	0.788529510967802	0.995589315471185
9964	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.12629576335344	-0.223385898798919	0.823364028512583	0.995589315471185
9965	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.118866066402876	-0.222090620070494	0.824371409394302	0.995589315471185
9959	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.104890499931534	-0.177535966968151	0.859188956741092	0.995589315471185
9980	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.0380641671609066	-0.157294522780821	0.875102412587674	0.995589315471185
9975	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.0422651055342219	0.157016764712946	0.875321149458767	0.995589315471185
9981	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.0338284244574981	0.139491308340866	0.889141249086276	0.995589315471185
9958	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.0539487823892564	-0.0836575413901948	0.933376002233164	0.995589315471185
9974	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	-0.0216234862418826	-0.0820422901956335	0.934659451370413	0.995589315471185
9982	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.00298670039490144	0.0128431343738087	0.989760177926562	0.995589315471185
9956	HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref_delta_noMTX_noDrug_avg_logratio_Fitness_minus_ref	0.00233061138388233	0.00553190687890302	0.995589315471185	0.995589315471185
