SNP	gene	beta	t-stat	p-value	FDR
3364	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.167007646858016	-0.82062325617813	0.412413140081834	1
3372	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.209713137390987	0.807936863504596	0.419669502237481	1
3373	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.209713137390987	0.807936863504596	0.419669502237481	1
3363	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.165574360871013	-0.807174921584894	0.420107703897396	1
3365	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	-0.121698827362106	-0.589905093215414	0.555630612737068	1
3368	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.391500736215378	0.378607723276071	0.705206143129043	1
3366	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.146213858418835	0.25762558974299	0.79684557097115	1
3367	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.137487182106819	0.250421941563809	0.80240633640328	1
3370	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.0799651448192729	0.24423064261159	0.807193686037952	1
3374	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.0525120012301082	0.217623401610069	0.827847931559604	1
3371	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0.0285248318201403	0.0967013243530745	0.923018310593853	1
3361	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0	0	1	1
3362	RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref_delta_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref	0	0	1	1
