chr1:179139,1,179139,True,True,False
chr2:84412,2,84412,True,True,False
chr2:161451,2,161451,True,True,True
chr2:342440,2,342440,True,True,False
chr2:455272,2,455272,True,True,False
chr3:56833,3,56833,True,True,False
chr3:151550,3,151550,True,True,False
chr3:299460,3,299460,True,True,False
chr4:256620,4,256620,True,True,True
chr4:383923,4,383923,True,True,False
chr4:428805,4,428805,True,True,False
chr4:452907,4,452907,True,True,False
chr4:568131,4,568131,True,True,False
chr4:593354,4,593354,True,True,True
chr4:808557,4,808557,True,True,False
chr4:1447514,4,1447514,True,True,True
chr4:1492707,4,1492707,True,True,True
chr5:25397,5,25397,True,True,False
chr5:79231,5,79231,True,True,False
chr5:266246,5,266246,True,True,False
chr5:274156,5,274156,True,True,False
chr5:549802,5,549802,True,True,False
chr5:563428,5,563428,True,True,True
chr6:30997,6,30997,True,True,False
chr6:88009,6,88009,True,True,True
chr6:245962,6,245962,True,True,False
chr7:45353,7,45353,True,True,False
chr7:321504,7,321504,True,True,True
chr7:409806,7,409806,True,True,False
chr7:412630,7,412630,True,True,True
chr7:414263,7,414263,True,True,True
chr7:433855,7,433855,True,True,True
chr7:659973,7,659973,True,True,False
chr7:678070,7,678070,True,True,False
chr7:712998,7,712998,True,True,False
chr7:727060,7,727060,True,True,False
chr7:785333,7,785333,True,True,False
chr7:794535,7,794535,True,True,False
chr7:876475,7,876475,True,True,False
chr7:885849,7,885849,True,True,False
chr7:920914,7,920914,True,True,False
chr7:1011080,7,1011080,True,True,False
chr8:210269,8,210269,True,True,False
chr8:375520,8,375520,True,True,False
chr8:379942,8,379942,True,True,False
chr8:453634,8,453634,True,True,False
chr8:556173,8,556173,True,True,False
chr9:105326,9,105326,True,True,False
chr9:169788,9,169788,True,True,False
chr9:198256,9,198256,True,True,True
chr9:257464,9,257464,True,True,False
chr9:260947,9,260947,True,True,False
chr9:380935,9,380935,True,True,False
chr9:396176,9,396176,True,True,True
chr10:75599,10,75599,True,True,False
chr10:161835,10,161835,True,True,False
chr10:386341,10,386341,True,True,False
chr10:610869,10,610869,True,True,False
chr11:19607,11,19607,True,True,False
chr11:66073,11,66073,True,True,False
chr11:381673,11,381673,True,True,False
chr12:19930,12,19930,True,True,False
chr12:130083,12,130083,True,True,False
chr12:130666,12,130666,True,True,False
chr12:132253,12,132253,True,True,False
chr12:211932,12,211932,True,True,False
chr12:259721,12,259721,True,True,False
chr12:265316,12,265316,True,True,True
chr12:449594,12,449594,True,True,False
chr12:460676,12,460676,True,True,False
chr12:559220,12,559220,True,True,False
chr12:829417,12,829417,True,True,False
chr12:1006048,12,1006048,True,True,False
chr12:1011952,12,1011952,True,True,False
chr12:1019132,12,1019132,True,True,True
chr13:23864,13,23864,True,True,False
chr13:99287,13,99287,True,True,False
chr13:179719,13,179719,True,True,False
chr13:255043,13,255043,True,True,False
chr13:426224,13,426224,True,True,False
chr13:588600,13,588600,True,True,False
chr13:625708,13,625708,True,True,False
chr13:652533,13,652533,True,True,False
chr13:867234,13,867234,True,True,False
chr13:914827,13,914827,True,True,False
chr13:914829,13,914829,True,True,True
chr14:379436,14,379436,True,True,False
chr14:569854,14,569854,True,True,False
chr14:604387,14,604387,True,True,False
chr14:631825,14,631825,True,True,False
chr14:726075,14,726075,True,True,False
chr15:70222,15,70222,True,True,False
chr15:111081,15,111081,True,True,False
chr15:216278,15,216278,True,True,True
chr15:277142,15,277142,True,True,True
chr15:370846,15,370846,True,True,False
chr15:385655,15,385655,True,True,False
chr15:462740,15,462740,True,True,False
chr15:785154,15,785154,True,True,True
chr15:860902,15,860902,True,True,True
chr15:930508,15,930508,True,True,False
chr15:1004274,15,1004274,True,True,False
chr16:24974,16,24974,True,True,False
chr16:28409,16,28409,True,True,False
chr16:64363,16,64363,True,True,True
chr16:197765,16,197765,True,True,False
chr16:359487,16,359487,True,True,False
chr16:383323,16,383323,True,True,False
chr16:500581,16,500581,True,True,False
chr16:572345,16,572345,True,True,False
chr16:681149,16,681149,True,True,False
chr16:786427,16,786427,True,True,False
chr16:921772,16,921772,True,True,False
